,Location,Parameter,Unit,Frequency,Date,Value
1026,3 - CHENAL PKWY & OAK MEADOW,Cu,UG/L,1 / 3 MO.,1999-02-28,0.14623919364983096
1027,3 - CHENAL PKWY & OAK MEADOW,Flow,MGD,1 / 3 MO.,1999-02-28,0.005363478834887367
1028,3 - CHENAL PKWY & OAK MEADOW,TDS,MG/L,1 / 3 MO.,1999-02-28,0.6699029126213593
1029,3 - CHENAL PKWY & OAK MEADOW,Streptococci,#/100ML,1 / 3 MO.,1999-02-28,0.5
1030,3 - CHENAL PKWY & OAK MEADOW,E.Coli,#/100ML,1 / 3 MO.,1999-02-28,0.4878048780487805
1031,3 - CHENAL PKWY & OAK MEADOW,"BOD, C",MG/L,1 / 3 MO.,1999-02-28,0.155
1032,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Se,UG/L,1 / 3 MO.,1999-02-28,0.1
1033,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Be,UG/L,1 / 3 MO.,1999-02-28,1.0
1034,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Ni,UG/L,1 / 3 MO.,1999-02-28,0.08148501689226322
1035,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Cr,UG/L,1 / 3 MO.,1999-02-28,0.005492520621416523
1036,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Hg,UG/L,1 / 3 MO.,1999-02-28,1.7156862745098038
1037,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Cyanide,UG/L,1 / 3 MO.,1999-02-28,0.40250447227191416
1038,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),BOD,MG/L,1 / 3 MO.,1999-02-28,0.06636643754444184
1039,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),pH,SU,1 / 3 MO.,1999-02-28,0.7122222222222222
1040,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),TSS,MG/L,1 / 3 MO.,1999-02-28,0.15705765407554687
1041,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Oil,MG/L,1 / 3 MO.,1999-02-28,0.013333333333333334
1042,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),N,MG/L,1 / 3 MO.,1999-02-28,1.7681159420289856
1043,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),"N, Kjeldahl",MG/L,1 / 3 MO.,1999-02-28,0.12384362876753204
1044,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),P,MG/L,1 / 3 MO.,1999-02-28,2.58
1045,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),CaCO3,MG/L,1 / 3 MO.,1999-02-28,0.30952380952380953
1046,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Ag,UG/L,1 / 3 MO.,1999-02-28,2.9405389594805604
1047,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Zn,UG/L,1 / 3 MO.,1999-02-28,0.7660291328350081
1048,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Cd,UG/L,1 / 3 MO.,1999-02-28,1.7313528476313274
1049,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Pb,UG/L,1 / 3 MO.,1999-02-28,0.27569302582007443
1050,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Cu,UG/L,1 / 3 MO.,1999-02-28,1.4636796678024981
1051,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Flow,MGD,1 / 3 MO.,1999-02-28,0.049921610693951644
1052,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),TDS,MG/L,1 / 3 MO.,1999-02-28,0.49514563106796117
1053,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Streptococci,#/100ML,1 / 3 MO.,1999-02-28,1.625
1054,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),E.Coli,#/100ML,1 / 3 MO.,1999-02-28,0.7317073170731707
1055,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),"BOD, C",MG/L,1 / 3 MO.,1999-02-28,0.02
1056,5 - 14TH & BOND,Se,UG/L,1 / 3 MO.,1999-02-28,0.1
1057,5 - 14TH & BOND,Be,UG/L,1 / 3 MO.,1999-02-28,1.0
1058,5 - 14TH & BOND,Ni,UG/L,1 / 3 MO.,1999-02-28,0.0511294412296376
1059,5 - 14TH & BOND,Cr,UG/L,1 / 3 MO.,1999-02-28,0.004633583950234461
1060,5 - 14TH & BOND,Hg,UG/L,1 / 3 MO.,1999-02-28,0.8333333333333333
1061,5 - 14TH & BOND,Cyanide,UG/L,1 / 3 MO.,1999-02-28,0.40250447227191416
1062,5 - 14TH & BOND,BOD,MG/L,1 / 3 MO.,1999-02-28,0.35553448684522415
1063,5 - 14TH & BOND,pH,SU,1 / 3 MO.,1999-02-28,0.8311111111111111
1064,5 - 14TH & BOND,TSS,MG/L,1 / 3 MO.,1999-02-28,0.38270377733598443
1065,5 - 14TH & BOND,Oil,MG/L,1 / 3 MO.,1999-02-28,0.16666666666666666
1066,5 - 14TH & BOND,N,MG/L,1 / 3 MO.,1999-02-28,2.6086956521739135
1067,5 - 14TH & BOND,"N, Kjeldahl",MG/L,1 / 3 MO.,1999-02-28,0.18949567293345265
1068,5 - 14TH & BOND,P,MG/L,1 / 3 MO.,1999-02-28,22.599999999999998
1069,5 - 14TH & BOND,CaCO3,MG/L,1 / 3 MO.,1999-02-28,0.38095238095238093
1070,5 - 14TH & BOND,Ag,UG/L,1 / 3 MO.,1999-02-28,2.057420835328336
1071,5 - 14TH & BOND,Zn,UG/L,1 / 3 MO.,1999-02-28,4.382419663982759
1072,5 - 14TH & BOND,Cd,UG/L,1 / 3 MO.,1999-02-28,0.44556947289960236
1073,5 - 14TH & BOND,Pb,UG/L,1 / 3 MO.,1999-02-28,1.965127154963628
1074,5 - 14TH & BOND,Cu,UG/L,1 / 3 MO.,1999-02-28,2.7510821658933917
1075,5 - 14TH & BOND,Flow,MGD,1 / 3 MO.,1999-02-28,0.5363478834887367
1076,5 - 14TH & BOND,TDS,MG/L,1 / 3 MO.,1999-02-28,0.27864077669902915
1077,5 - 14TH & BOND,Streptococci,#/100ML,1 / 3 MO.,1999-02-28,32.5
1078,5 - 14TH & BOND,E.Coli,#/100ML,1 / 3 MO.,1999-02-28,5.512195121951219
1079,5 - 14TH & BOND,"BOD, C",MG/L,1 / 3 MO.,1999-02-28,0.325
1080,1 - UNIVERSITY & I-630,Se,UG/L,1 / 3 MO.,1999-05-31,0.1
1081,1 - UNIVERSITY & I-630,Be,UG/L,1 / 3 MO.,1999-05-31,1.0
1082,1 - UNIVERSITY & I-630,Ni,UG/L,1 / 3 MO.,1999-05-31,0.026278365881244777
1083,1 - UNIVERSITY & I-630,Cr,UG/L,1 / 3 MO.,1999-05-31,0.005492520621416523
1084,1 - UNIVERSITY & I-630,Hg,UG/L,1 / 3 MO.,1999-05-31,0.5882352941176471
1085,1 - UNIVERSITY & I-630,Cyanide,UG/L,1 / 3 MO.,1999-05-31,0.40250447227191416
1086,1 - UNIVERSITY & I-630,BOD,MG/L,1 / 3 MO.,1999-05-31,0.2559848305285614
1087,1 - UNIVERSITY & I-630,pH,SU,1 / 3 MO.,1999-05-31,0.7455555555555555
1088,1 - UNIVERSITY & I-630,TSS,MG/L,1 / 3 MO.,1999-05-31,0.07455268389662034
1089,1 - UNIVERSITY & I-630,Oil,MG/L,1 / 3 MO.,1999-05-31,0.15333333333333332
1090,1 - UNIVERSITY & I-630,N,MG/L,1 / 3 MO.,1999-05-31,1.7565217391304349
1091,1 - UNIVERSITY & I-630,"N, Kjeldahl",MG/L,1 / 3 MO.,1999-05-31,0.14324082363473586
1092,1 - UNIVERSITY & I-630,P,MG/L,1 / 3 MO.,1999-05-31,5.5200000000000005
1093,1 - UNIVERSITY & I-630,CaCO3,MG/L,1 / 3 MO.,1999-05-31,0.30952380952380953
1094,1 - UNIVERSITY & I-630,Ag,UG/L,1 / 3 MO.,1999-05-31,2.9405389594805604
1095,1 - UNIVERSITY & I-630,Zn,UG/L,1 / 3 MO.,1999-05-31,2.653743781606992
1096,1 - UNIVERSITY & I-630,Cd,UG/L,1 / 3 MO.,1999-05-31,0.5771176158771092
1097,1 - UNIVERSITY & I-630,Pb,UG/L,1 / 3 MO.,1999-05-31,0.10338488468252792
1098,1 - UNIVERSITY & I-630,Cu,UG/L,1 / 3 MO.,1999-05-31,0.2090970954003569
1099,1 - UNIVERSITY & I-630,Flow,MGD,1 / 3 MO.,1999-05-31,1.332618202822015
1100,1 - UNIVERSITY & I-630,TDS,MG/L,1 / 3 MO.,1999-05-31,0.22330097087378642
1101,1 - UNIVERSITY & I-630,Streptococci,#/100ML,1 / 3 MO.,1999-05-31,4.0
1102,1 - UNIVERSITY & I-630,E.Coli,#/100ML,1 / 3 MO.,1999-05-31,0.6341463414634146
1103,1 - UNIVERSITY & I-630,"BOD, C",MG/L,1 / 3 MO.,1999-05-31,0.265
1104,2 - 33RD & WHITFIELD,Se,UG/L,1 / 3 MO.,1999-05-31,0.1
1105,2 - 33RD & WHITFIELD,Be,UG/L,1 / 3 MO.,1999-05-31,1.0
1106,2 - 33RD & WHITFIELD,Ni,UG/L,1 / 3 MO.,1999-05-31,0.0014150046981796056
1107,2 - 33RD & WHITFIELD,Cr,UG/L,1 / 3 MO.,1999-05-31,0.0035698266393215
1108,2 - 33RD & WHITFIELD,Hg,UG/L,1 / 3 MO.,1999-05-31,0.49019607843137253
1109,2 - 33RD & WHITFIELD,Cyanide,UG/L,1 / 3 MO.,1999-05-31,0.40250447227191416
1110,2 - 33RD & WHITFIELD,BOD,MG/L,1 / 3 MO.,1999-05-31,0.7679544915856841
1111,2 - 33RD & WHITFIELD,pH,SU,1 / 3 MO.,1999-05-31,0.7722222222222223
1112,2 - 33RD & WHITFIELD,TSS,MG/L,1 / 3 MO.,1999-05-31,1.520874751491055
1113,2 - 33RD & WHITFIELD,Oil,MG/L,1 / 3 MO.,1999-05-31,0.31333333333333335
1114,2 - 33RD & WHITFIELD,N,MG/L,1 / 3 MO.,1999-05-31,3.9289855072463777
1115,2 - 33RD & WHITFIELD,"N, Kjeldahl",MG/L,1 / 3 MO.,1999-05-31,0.3536257833482542
1116,2 - 33RD & WHITFIELD,P,MG/L,1 / 3 MO.,1999-05-31,16.0
1117,2 - 33RD & WHITFIELD,CaCO3,MG/L,1 / 3 MO.,1999-05-31,0.5238095238095238
1118,2 - 33RD & WHITFIELD,Ag,UG/L,1 / 3 MO.,1999-05-31,1.1897137823474806
1119,2 - 33RD & WHITFIELD,Zn,UG/L,1 / 3 MO.,1999-05-31,4.9051777716062785
1120,2 - 33RD & WHITFIELD,Cd,UG/L,1 / 3 MO.,1999-05-31,0.29967477352077887
1121,2 - 33RD & WHITFIELD,Pb,UG/L,1 / 3 MO.,1999-05-31,0.03824842973805947
1122,2 - 33RD & WHITFIELD,Cu,UG/L,1 / 3 MO.,1999-05-31,2.0379557939803816
1123,2 - 33RD & WHITFIELD,Flow,MGD,1 / 3 MO.,1999-05-31,0.8457793547322385
1124,2 - 33RD & WHITFIELD,TDS,MG/L,1 / 3 MO.,1999-05-31,0.8058252427184466
1125,2 - 33RD & WHITFIELD,Streptococci,#/100ML,1 / 3 MO.,1999-05-31,37.625
1126,2 - 33RD & WHITFIELD,E.Coli,#/100ML,1 / 3 MO.,1999-05-31,20.48780487804878
1127,2 - 33RD & WHITFIELD,"BOD, C",MG/L,1 / 3 MO.,1999-05-31,0.725
1128,3 - CHENAL PKWY & OAK MEADOW,Se,UG/L,1 / 3 MO.,1999-05-31,0.1
1129,3 - CHENAL PKWY & OAK MEADOW,Be,UG/L,1 / 3 MO.,1999-05-31,1.0
1130,3 - CHENAL PKWY & OAK MEADOW,Ni,UG/L,1 / 3 MO.,1999-05-31,0.0017598987479609648
1131,3 - CHENAL PKWY & OAK MEADOW,Cr,UG/L,1 / 3 MO.,1999-05-31,0.004409137423356756
1132,3 - CHENAL PKWY & OAK MEADOW,Hg,UG/L,1 / 3 MO.,1999-05-31,4.411764705882353
1133,3 - CHENAL PKWY & OAK MEADOW,Cyanide,UG/L,1 / 3 MO.,1999-05-31,0.40250447227191416
1134,3 - CHENAL PKWY & OAK MEADOW,BOD,MG/L,1 / 3 MO.,1999-05-31,0.4361223038634749
1135,3 - CHENAL PKWY & OAK MEADOW,pH,SU,1 / 3 MO.,1999-05-31,0.7833333333333333
1136,3 - CHENAL PKWY & OAK MEADOW,TSS,MG/L,1 / 3 MO.,1999-05-31,0.18886679920477153
1137,3 - CHENAL PKWY & OAK MEADOW,Oil,MG/L,1 / 3 MO.,1999-05-31,0.5733333333333334
1138,3 - CHENAL PKWY & OAK MEADOW,N,MG/L,1 / 3 MO.,1999-05-31,4.9855072463768115
1139,3 - CHENAL PKWY & OAK MEADOW,"N, Kjeldahl",MG/L,1 / 3 MO.,1999-05-31,0.2760370038794389
1140,3 - CHENAL PKWY & OAK MEADOW,P,MG/L,1 / 3 MO.,1999-05-31,13.0
1141,3 - CHENAL PKWY & OAK MEADOW,CaCO3,MG/L,1 / 3 MO.,1999-05-31,0.40476190476190477
1142,3 - CHENAL PKWY & OAK MEADOW,Ag,UG/L,1 / 3 MO.,1999-05-31,1.853691075206863
1143,3 - CHENAL PKWY & OAK MEADOW,Zn,UG/L,1 / 3 MO.,1999-05-31,5.056617128839568
1144,3 - CHENAL PKWY & OAK MEADOW,Cd,UG/L,1 / 3 MO.,1999-05-31,0.41315875743879615
1145,3 - CHENAL PKWY & OAK MEADOW,Pb,UG/L,1 / 3 MO.,1999-05-31,0.051003352750161116
1146,3 - CHENAL PKWY & OAK MEADOW,Cu,UG/L,1 / 3 MO.,1999-05-31,2.435946309888535
1147,3 - CHENAL PKWY & OAK MEADOW,Flow,MGD,1 / 3 MO.,1999-05-31,0.2991170888687185
1148,3 - CHENAL PKWY & OAK MEADOW,TDS,MG/L,1 / 3 MO.,1999-05-31,0.16019417475728157
1149,3 - CHENAL PKWY & OAK MEADOW,Streptococci,#/100ML,1 / 3 MO.,1999-05-31,11.75
1150,3 - CHENAL PKWY & OAK MEADOW,E.Coli,#/100ML,1 / 3 MO.,1999-05-31,4.146341463414634
1151,3 - CHENAL PKWY & OAK MEADOW,"BOD, C",MG/L,1 / 3 MO.,1999-05-31,0.32
1152,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Se,UG/L,1 / 3 MO.,1999-05-31,0.1
1153,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Be,UG/L,1 / 3 MO.,1999-05-31,1.0
1154,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Ni,UG/L,1 / 3 MO.,1999-05-31,0.0027570679503679508
1155,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Cr,UG/L,1 / 3 MO.,1999-05-31,0.006809124917941913
1156,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Hg,UG/L,1 / 3 MO.,1999-05-31,0.24509803921568626
1157,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Cyanide,UG/L,1 / 3 MO.,1999-05-31,0.40250447227191416
1158,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),BOD,MG/L,1 / 3 MO.,1999-05-31,0.14221379473808965
1159,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),pH,SU,1 / 3 MO.,1999-05-31,0.6888888888888889
1160,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),TSS,MG/L,1 / 3 MO.,1999-05-31,0.30318091451292273
1161,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Oil,MG/L,1 / 3 MO.,1999-05-31,0.13333333333333333
1162,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),N,MG/L,1 / 3 MO.,1999-05-31,2.049275362318841
1163,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),"N, Kjeldahl",MG/L,1 / 3 MO.,1999-05-31,0.11489107729036106
1164,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),P,MG/L,1 / 3 MO.,1999-05-31,3.0599999999999996
1165,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),CaCO3,MG/L,1 / 3 MO.,1999-05-31,0.23809523809523808
1166,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Ag,UG/L,1 / 3 MO.,1999-05-31,4.617527639946666
1167,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Zn,UG/L,1 / 3 MO.,1999-05-31,0.717547659824737
1168,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Cd,UG/L,1 / 3 MO.,1999-05-31,0.8003031849100684
1169,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Pb,UG/L,1 / 3 MO.,1999-05-31,0.18533027660143667
1170,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Cu,UG/L,1 / 3 MO.,1999-05-31,0.26773517135319674
1171,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Flow,MGD,1 / 3 MO.,1999-05-31,0.0206287647495668
1172,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),TDS,MG/L,1 / 3 MO.,1999-05-31,0.41019417475728154
1173,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Streptococci,#/100ML,1 / 3 MO.,1999-05-31,5.925
1174,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),E.Coli,#/100ML,1 / 3 MO.,1999-05-31,4.878048780487805
1175,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),"BOD, C",MG/L,1 / 3 MO.,1999-05-31,0.125
1176,5 - 14TH & BOND,Se,UG/L,1 / 3 MO.,1999-05-31,0.1
1177,5 - 14TH & BOND,Be,UG/L,1 / 3 MO.,1999-05-31,1.0
1178,5 - 14TH & BOND,Ni,UG/L,1 / 3 MO.,1999-05-31,0.002760886788693733
1179,5 - 14TH & BOND,Cr,UG/L,1 / 3 MO.,1999-05-31,0.0038596483236290682
1180,5 - 14TH & BOND,Hg,UG/L,1 / 3 MO.,1999-05-31,0.5392156862745099
1181,5 - 14TH & BOND,Cyanide,UG/L,1 / 3 MO.,1999-05-31,0.40250447227191416
1182,5 - 14TH & BOND,BOD,MG/L,1 / 3 MO.,1999-05-31,0.834320929130126
1183,5 - 14TH & BOND,pH,SU,1 / 3 MO.,1999-05-31,0.77
1184,5 - 14TH & BOND,TSS,MG/L,1 / 3 MO.,1999-05-31,0.2186878727634197
1185,5 - 14TH & BOND,Oil,MG/L,1 / 3 MO.,1999-05-31,0.15333333333333332
1186,5 - 14TH & BOND,N,MG/L,1 / 3 MO.,1999-05-31,2.307246376811594
1187,5 - 14TH & BOND,"N, Kjeldahl",MG/L,1 / 3 MO.,1999-05-31,0.06893464637421663
1188,5 - 14TH & BOND,P,MG/L,1 / 3 MO.,1999-05-31,14.280000000000001
1189,5 - 14TH & BOND,CaCO3,MG/L,1 / 3 MO.,1999-05-31,0.47619047619047616
1190,5 - 14TH & BOND,Ag,UG/L,1 / 3 MO.,1999-05-31,1.401644609743993
1191,5 - 14TH & BOND,Zn,UG/L,1 / 3 MO.,1999-05-31,4.558059436685104
1192,5 - 14TH & BOND,Cd,UG/L,1 / 3 MO.,1999-05-31,0.33744426739463357
1193,5 - 14TH & BOND,Pb,UG/L,1 / 3 MO.,1999-05-31,0.12760109437492764
1194,5 - 14TH & BOND,Cu,UG/L,1 / 3 MO.,1999-05-31,0.13933972999198457
1195,5 - 14TH & BOND,Flow,MGD,1 / 3 MO.,1999-05-31,0.011139532964766071
1196,5 - 14TH & BOND,TDS,MG/L,1 / 3 MO.,1999-05-31,0.3883495145631068
1197,5 - 14TH & BOND,Streptococci,#/100ML,1 / 3 MO.,1999-05-31,7.775
1198,5 - 14TH & BOND,E.Coli,#/100ML,1 / 3 MO.,1999-05-31,2.731707317073171
1199,5 - 14TH & BOND,"BOD, C",MG/L,1 / 3 MO.,1999-05-31,0.8150000000000001
1200,1 - UNIVERSITY & I-630,Se,UG/L,1 / 3 MO.,1999-08-31,0.1
1201,1 - UNIVERSITY & I-630,Be,UG/L,1 / 3 MO.,1999-08-31,1.0
1202,1 - UNIVERSITY & I-630,Ni,UG/L,1 / 3 MO.,1999-08-31,0.0023629804887273535
1203,1 - UNIVERSITY & I-630,Cr,UG/L,1 / 3 MO.,1999-08-31,0.005864646792283481
1204,1 - UNIVERSITY & I-630,Hg,UG/L,1 / 3 MO.,1999-08-31,0.09803921568627451
1205,1 - UNIVERSITY & I-630,Cyanide,UG/L,1 / 3 MO.,1999-08-31,0.40250447227191416
1206,1 - UNIVERSITY & I-630,BOD,MG/L,1 / 3 MO.,1999-08-31,0.6731452950936243
1207,1 - UNIVERSITY & I-630,pH,SU,1 / 3 MO.,1999-08-31,0.5888888888888889
1208,1 - UNIVERSITY & I-630,TSS,MG/L,1 / 3 MO.,1999-08-31,0.2534791252485092
1209,1 - UNIVERSITY & I-630,Oil,MG/L,1 / 3 MO.,1999-08-31,0.09333333333333332
1210,1 - UNIVERSITY & I-630,N,MG/L,1 / 3 MO.,1999-08-31,7.3985507246376825
1211,1 - UNIVERSITY & I-630,"N, Kjeldahl",MG/L,1 / 3 MO.,1999-08-31,0.6341390629662785
1212,1 - UNIVERSITY & I-630,P,MG/L,1 / 3 MO.,1999-08-31,6.3999999999999995
1213,1 - UNIVERSITY & I-630,CaCO3,MG/L,1 / 3 MO.,1999-08-31,0.2857142857142857
1214,1 - UNIVERSITY & I-630,Ag,UG/L,1 / 3 MO.,1999-08-31,3.37456471036309
1215,1 - UNIVERSITY & I-630,Zn,UG/L,1 / 3 MO.,1999-08-31,4.801589583486224
1216,1 - UNIVERSITY & I-630,Cd,UG/L,1 / 3 MO.,1999-08-31,0.6376456540869799
1217,1 - UNIVERSITY & I-630,Pb,UG/L,1 / 3 MO.,1999-08-31,0.0754253846592367
1218,1 - UNIVERSITY & I-630,Cu,UG/L,1 / 3 MO.,1999-08-31,4.284049275482671
1219,1 - UNIVERSITY & I-630,Flow,MGD,1 / 3 MO.,1999-08-31,0.0206287647495668
1220,1 - UNIVERSITY & I-630,TDS,MG/L,1 / 3 MO.,1999-08-31,0.25728155339805825
1221,1 - UNIVERSITY & I-630,Streptococci,#/100ML,1 / 3 MO.,1999-08-31,7.0
1222,1 - UNIVERSITY & I-630,E.Coli,#/100ML,1 / 3 MO.,1999-08-31,11.707317073170731
1223,1 - UNIVERSITY & I-630,"BOD, C",MG/L,1 / 3 MO.,1999-08-31,0.6799999999999999
1224,2 - 33RD & WHITFIELD,Se,UG/L,1 / 3 MO.,1999-08-31,0.1
1225,2 - 33RD & WHITFIELD,Be,UG/L,1 / 3 MO.,1999-08-31,1.0
1226,2 - 33RD & WHITFIELD,Ni,UG/L,1 / 3 MO.,1999-08-31,0.0016768218732849424
1227,2 - 33RD & WHITFIELD,Cr,UG/L,1 / 3 MO.,1999-08-31,0.004207490266797232
1228,2 - 33RD & WHITFIELD,Hg,UG/L,1 / 3 MO.,1999-08-31,0.09803921568627451
1229,2 - 33RD & WHITFIELD,Cyanide,UG/L,1 / 3 MO.,1999-08-31,0.40250447227191416
1230,2 - 33RD & WHITFIELD,BOD,MG/L,1 / 3 MO.,1999-08-31,0.4361223038634749
1231,2 - 33RD & WHITFIELD,pH,SU,1 / 3 MO.,1999-08-31,0.8088888888888889
1232,2 - 33RD & WHITFIELD,TSS,MG/L,1 / 3 MO.,1999-08-31,0.3081510934393641
1233,2 - 33RD & WHITFIELD,Oil,MG/L,1 / 3 MO.,1999-08-31,0.04
1234,2 - 33RD & WHITFIELD,N,MG/L,1 / 3 MO.,1999-08-31,6.782608695652174
1235,2 - 33RD & WHITFIELD,"N, Kjeldahl",MG/L,1 / 3 MO.,1999-08-31,0.6639809012235153
1236,2 - 33RD & WHITFIELD,P,MG/L,1 / 3 MO.,1999-08-31,7.199999999999999
1237,2 - 33RD & WHITFIELD,CaCO3,MG/L,1 / 3 MO.,1999-08-31,0.42857142857142855
1238,2 - 33RD & WHITFIELD,Ag,UG/L,1 / 3 MO.,1999-08-31,1.6801219084789094
1239,2 - 33RD & WHITFIELD,Zn,UG/L,1 / 3 MO.,1999-08-31,5.398988619853134
1240,2 - 33RD & WHITFIELD,Cd,UG/L,1 / 3 MO.,1999-08-31,0.3847649185695846
1241,2 - 33RD & WHITFIELD,Pb,UG/L,1 / 3 MO.,1999-08-31,0.04784426239430091
1242,2 - 33RD & WHITFIELD,Cu,UG/L,1 / 3 MO.,1999-08-31,0.15388194687206158
1243,2 - 33RD & WHITFIELD,Flow,MGD,1 / 3 MO.,1999-08-31,0.00825150589982672
1244,2 - 33RD & WHITFIELD,TDS,MG/L,1 / 3 MO.,1999-08-31,0.4854368932038835
1245,2 - 33RD & WHITFIELD,Streptococci,#/100ML,1 / 3 MO.,1999-08-31,10.825
1246,2 - 33RD & WHITFIELD,E.Coli,#/100ML,1 / 3 MO.,1999-08-31,7.560975609756097
1247,2 - 33RD & WHITFIELD,"BOD, C",MG/L,1 / 3 MO.,1999-08-31,0.43
1248,3 - CHENAL PKWY & OAK MEADOW,Se,UG/L,1 / 3 MO.,1999-08-31,0.1
1249,3 - CHENAL PKWY & OAK MEADOW,Be,UG/L,1 / 3 MO.,1999-08-31,1.0
1250,3 - CHENAL PKWY & OAK MEADOW,Ni,UG/L,1 / 3 MO.,1999-08-31,0.0018525159865810722
1251,3 - CHENAL PKWY & OAK MEADOW,Cr,UG/L,1 / 3 MO.,1999-08-31,0.004633583950234461
1252,3 - CHENAL PKWY & OAK MEADOW,Hg,UG/L,1 / 3 MO.,1999-08-31,0.09803921568627451
1253,3 - CHENAL PKWY & OAK MEADOW,Cyanide,UG/L,1 / 3 MO.,1999-08-31,0.40250447227191416
1254,3 - CHENAL PKWY & OAK MEADOW,BOD,MG/L,1 / 3 MO.,1999-08-31,0.6873666745674333
1255,3 - CHENAL PKWY & OAK MEADOW,pH,SU,1 / 3 MO.,1999-08-31,0.6888888888888889
1256,3 - CHENAL PKWY & OAK MEADOW,TSS,MG/L,1 / 3 MO.,1999-08-31,0.3528827037773363
1257,3 - CHENAL PKWY & OAK MEADOW,Oil,MG/L,1 / 3 MO.,1999-08-31,0.08666666666666667
1258,3 - CHENAL PKWY & OAK MEADOW,N,MG/L,1 / 3 MO.,1999-08-31,4.666666666666667
1259,3 - CHENAL PKWY & OAK MEADOW,"N, Kjeldahl",MG/L,1 / 3 MO.,1999-08-31,0.1700984780662488
1260,3 - CHENAL PKWY & OAK MEADOW,P,MG/L,1 / 3 MO.,1999-08-31,9.92
1261,3 - CHENAL PKWY & OAK MEADOW,CaCO3,MG/L,1 / 3 MO.,1999-08-31,0.38095238095238093
1262,3 - CHENAL PKWY & OAK MEADOW,Ag,UG/L,1 / 3 MO.,1999-08-31,2.057420835328336
